Zone,Year,Disease,Number of Cases,"Rate per 100,000 population"
Eastern,2023,Gonorrhea,32,19.9
Central,2023,Gonorrhea,276,55
Nova Scotia,2023,Gonorrhea,359,33.9
Western,2023,Group A Streptococcal Disease Invasive,10,4.9
Northern,2023,Group A Streptococcal Disease Invasive,19,12.5
Eastern,2023,Group A Streptococcal Disease Invasive,20,12.4
Central,2023,Group A Streptococcal Disease Invasive,54,10.8
Nova Scotia,2023,Group A Streptococcal Disease Invasive,103,9.7
Western,2023,Group A Streptococcal Disease Invasive -> non-Severe,0,0
Northern,2023,Group A Streptococcal Disease Invasive -> non-Severe,0,0
Eastern,2023,Group A Streptococcal Disease Invasive -> non-Severe,0,0
Central,2023,Group A Streptococcal Disease Invasive -> non-Severe,0,0
Nova Scotia,2023,Group A Streptococcal Disease Invasive -> non-Severe,0,0
Western,2023,Group A Streptococcal Disease Invasive -> Severe,0,0
Northern,2023,Group A Streptococcal Disease Invasive -> Severe,0,0
Eastern,2023,Group A Streptococcal Disease Invasive -> Severe,0,0
Central,2023,Group A Streptococcal Disease Invasive -> Severe,0,0
Nova Scotia,2023,Group A Streptococcal Disease Invasive -> Severe,0,0
Western,2023,Group B Streptococcal Disease of the Newborn,0,0
Northern,2023,Group B Streptococcal Disease of the Newborn,0,0
Eastern,2023,Group B Streptococcal Disease of the Newborn,1,0
Central,2023,Group B Streptococcal Disease of the Newborn,0,0
Nova Scotia,2023,Group B Streptococcal Disease of the Newborn,1,12.3
Western,2023,Haemophilus influenzae Type b Invasive Disease,0,0
Northern,2023,Haemophilus influenzae Type b Invasive Disease,0,0
Eastern,2023,Haemophilus influenzae Type b Invasive Disease,0,0
Central,2023,Haemophilus influenzae Type b Invasive Disease,0,0
Nova Scotia,2023,Haemophilus influenzae Type b Invasive Disease,0,0
Western,2023,Hantavirus Pulmonary Syndrome,0,0
Northern,2023,Hantavirus Pulmonary Syndrome,0,0
Eastern,2023,Hantavirus Pulmonary Syndrome,0,0
Central,2023,Hantavirus Pulmonary Syndrome,0,0
Nova Scotia,2023,Hantavirus Pulmonary Syndrome,0,0
Western,2023,Hepatitis A,0,0
Northern,2023,Hepatitis A,0,0
Eastern,2023,Hepatitis A,5,3.1
Central,2023,Hepatitis A,1,0.2
Nova Scotia,2023,Hepatitis A,6,0.6
Western,2023,Hepatitis B - Acute,0,0
Northern,2023,Hepatitis B - Acute,0,0
Eastern,2023,Hepatitis B - Acute,0,0
Central,2023,Hepatitis B - Acute,3,0.6
Nova Scotia,2023,Hepatitis B - Acute,3,0.3
Western,2023,Hepatitis B - Chronic,2,1
Northern,2023,Hepatitis B - Chronic,1,0.7
Eastern,2023,Hepatitis B - Chronic,2,1.2
Central,2023,Hepatitis B - Chronic,19,3.8
Nova Scotia,2023,Hepatitis B - Chronic,24,2.3
Western,2023,Hepatitis B - Chronic or Unspecified,0,0
Northern,2023,Hepatitis B - Chronic or Unspecified,1,0.7
Eastern,2023,Hepatitis B - Chronic or Unspecified,0,0
Central,2023,Hepatitis B - Chronic or Unspecified,1,0.2
Nova Scotia,2023,Hepatitis B - Chronic or Unspecified,2,0.2
Western,2023,Hepatitis C,77,37.6
Northern,2023,Hepatitis C,72,47.3
Eastern,2023,Hepatitis C,91,56.6
Central,2023,Hepatitis C,155,30.9
Nova Scotia,2023,Hepatitis C,395,37.3
Western,2023,Hepatitis E,0,0
Northern,2023,Hepatitis E,0,0
Eastern,2023,Hepatitis E,0,0
Central,2023,Hepatitis E,0,0
Nova Scotia,2023,Hepatitis E,0,0
Western,2023,Human Immunodeficiency Virus,0,0
Northern,2023,Human Immunodeficiency Virus,2,1.3
Eastern,2023,Human Immunodeficiency Virus,3,1.9
Central,2023,Human Immunodeficiency Virus,28,5.6
Nova Scotia,2023,Human Immunodeficiency Virus,33,3.1
Western,2023,Influenza,0,0
Northern,2023,Influenza,0,0
Eastern,2023,Influenza,0,0
Central,2023,Influenza,0,0
Nova Scotia,2023,Influenza,0,0
Western,2023,Legionellosis,2,1
Northern,2023,Legionellosis,11,7.2
Eastern,2023,Legionellosis,3,1.9
Central,2023,Legionellosis,13,2.6
Nova Scotia,2023,Legionellosis,29,2.7
Western,2023,Leprosy,0,0
Northern,2023,Leprosy,0,0
Eastern,2023,Leprosy,0,0
Central,2023,Leprosy,0,0
Nova Scotia,2023,Leprosy,0,0
Western,2023,Listeriosis - Invasive,0,0
Northern,2023,Listeriosis - Invasive,2,1.3
Eastern,2023,Listeriosis - Invasive,4,2.5
Central,2023,Listeriosis - Invasive,6,1.2
Nova Scotia,2023,Listeriosis - Invasive,12,1.1
Western,2023,Lyme Disease - Confirmed,1192,582.1
Northern,2023,Lyme Disease - Confirmed,296,194.4
Eastern,2023,Lyme Disease - Confirmed,47,29.2
Central,2023,Lyme Disease - Confirmed,523,104.2
Nova Scotia,2023,Lyme Disease - Confirmed,2058,194.4
Western,2023,Lyme Disease - Probable,0,0
Northern,2023,Lyme Disease - Probable,0,0
Eastern,2023,Lyme Disease - Probable,0,0
Central,2023,Lyme Disease - Probable,0,0
Nova Scotia,2023,Lyme Disease - Probable,0,0
Western,2023,Lymphogranuloma Venereum,0,0
Northern,2023,Lymphogranuloma Venereum,0,0
Eastern,2023,Lymphogranuloma Venereum,0,0
Central,2023,Lymphogranuloma Venereum,0,0
Nova Scotia,2023,Lymphogranuloma Venereum,0,0
Western,2023,Malaria,1,0.5
Northern,2023,Malaria,0,0
Eastern,2023,Malaria,0,0
Central,2023,Malaria,8,1.6
Nova Scotia,2023,Malaria,9,0.9
Western,2023,Measles,0,0
Northern,2023,Measles,0,0
Eastern,2023,Measles,0,0
Central,2023,Measles,1,0.2
Nova Scotia,2023,Measles,1,0.1
Western,2023,Meningitis - Bacterial,0,0
Northern,2023,Meningitis - Bacterial,0,0
Eastern,2023,Meningitis - Bacterial,0,0
Central,2023,Meningitis - Bacterial,0,0
Nova Scotia,2023,Meningitis - Bacterial,0,0
Western,2023,Meningitis - Viral,0,0
Northern,2023,Meningitis - Viral,0,0
Eastern,2023,Meningitis - Viral,0,0
Central,2023,Meningitis - Viral,0,0
Nova Scotia,2023,Meningitis - Viral,0,0
Western,2023,Meningococcal Disease Invasive,1,0.5
Northern,2023,Meningococcal Disease Invasive,1,0.7
Eastern,2023,Meningococcal Disease Invasive,1,0.6
Central,2023,Meningococcal Disease Invasive,5,1
Nova Scotia,2023,Meningococcal Disease Invasive,8,0.8
Western,2023,Methicillin Resistant Staphylococcus Aureus (MRSA),98,47.9
Northern,2023,Methicillin Resistant Staphylococcus Aureus (MRSA),152,99.8
Eastern,2023,Methicillin Resistant Staphylococcus Aureus (MRSA),152,94.5
Central,2023,Methicillin Resistant Staphylococcus Aureus (MRSA),267,53.2
Nova Scotia,2023,Methicillin Resistant Staphylococcus Aureus (MRSA),669,63.2
Western,2023,Mpox,0,0
Northern,2023,Mpox,0,0
Eastern,2023,Mpox,0,0
Central,2023,Mpox,1,0.2
Nova Scotia,2023,Mpox,1,0.1
Western,2023,Mumps,0,0
Northern,2023,Mumps,0,0
Eastern,2023,Mumps,0,0
Central,2023,Mumps,0,0
Nova Scotia,2023,Mumps,0,0
Western,2023,Pertussis,5,2.4
Northern,2023,Pertussis,0,0
Eastern,2023,Pertussis,1,0.6
Central,2023,Pertussis,34,6.8
Nova Scotia,2023,Pertussis,40,3.8
Western,2023,Plague,0,0
Northern,2023,Plague,0,0
Eastern,2023,Plague,0,0
Central,2023,Plague,0,0
Nova Scotia,2023,Plague,0,0
Western,2023,Pneumococcal Disease Invasive,17,8.3
Northern,2023,Pneumococcal Disease Invasive,15,9.9
Eastern,2023,Pneumococcal Disease Invasive,18,11.2
Central,2023,Pneumococcal Disease Invasive,47,9.4
Nova Scotia,2023,Pneumococcal Disease Invasive,97,9.2
Western,2023,Poliomyelitis,0,0
Northern,2023,Poliomyelitis,0,0
Eastern,2023,Poliomyelitis,0,0
Central,2023,Poliomyelitis,0,0
Nova Scotia,2023,Poliomyelitis,0,0
Western,2023,Powassan Virus Disease,0,0
Northern,2023,Powassan Virus Disease,0,0
Eastern,2023,Powassan Virus Disease,0,0
Central,2023,Powassan Virus Disease,0,0
Nova Scotia,2023,Powassan Virus Disease,0,0
Western,2023,Q-Fever,0,0
Northern,2023,Q-Fever,0,0
Eastern,2023,Q-Fever,0,0
Central,2023,Q-Fever,0,0
Nova Scotia,2023,Q-Fever,0,0
Western,2023,Rabies,0,0
Northern,2023,Rabies,0,0
Eastern,2023,Rabies,0,0
Central,2023,Rabies,0,0
Nova Scotia,2023,Rabies,0,0
Western,2023,Rubella,0,0
Northern,2023,Rubella,0,0
Eastern,2023,Rubella,0,0
Central,2023,Rubella,0,0
Nova Scotia,2023,Rubella,0,0
Western,2023,Salmonellosis,23,11.2
Northern,2023,Salmonellosis,25,16.4
Eastern,2023,Salmonellosis,18,11.2
Central,2023,Salmonellosis,67,13.4
Nova Scotia,2023,Salmonellosis,133,12.6
Western,2023,Severe Acute Respiratory Infection (SARI),0,0
Northern,2023,Severe Acute Respiratory Infection (SARI),0,0
Eastern,2023,Severe Acute Respiratory Infection (SARI),0,0
Central,2023,Severe Acute Respiratory Infection (SARI),0,0
Nova Scotia,2023,Severe Acute Respiratory Infection (SARI),0,0
Western,2023,Severe Acute Respiratory Syndrome (SARS),0,0
Northern,2023,Severe Acute Respiratory Syndrome (SARS),0,0
Eastern,2023,Severe Acute Respiratory Syndrome (SARS),0,0
Central,2023,Severe Acute Respiratory Syndrome (SARS),0,0
Nova Scotia,2023,Severe Acute Respiratory Syndrome (SARS),0,0
Western,2023,Shellfish Poisoning,0,0
Northern,2023,Shellfish Poisoning,0,0
Eastern,2023,Shellfish Poisoning,0,0
Central,2023,Shellfish Poisoning,0,0
Nova Scotia,2023,Shellfish Poisoning,0,0
Western,2023,Shigellosis,1,0.5
Northern,2023,Shigellosis,3,2
Eastern,2023,Shigellosis,0,0
Central,2023,Shigellosis,6,1.2
Nova Scotia,2023,Shigellosis,10,0.9
Western,2023,Smallpox,0,0
Northern,2023,Smallpox,0,0
Eastern,2023,Smallpox,0,0
Central,2023,Smallpox,0,0
Nova Scotia,2023,Smallpox,0,0
Western,2023,Syphilis - Infectious,5,2.4
Northern,2023,Syphilis - Infectious,3,2
Eastern,2023,Syphilis - Infectious,4,2.5
Central,2023,Syphilis - Infectious,37,7.4
Nova Scotia,2023,Syphilis - Infectious,49,4.6
Western,2023,Syphilis - Non-Infectious or Stage Pending,5,2.4
Northern,2023,Syphilis - Non-Infectious or Stage Pending,2,1.3
Eastern,2023,Syphilis - Non-Infectious or Stage Pending,1,0.6
Central,2023,Syphilis - Non-Infectious or Stage Pending,44,8.8
Nova Scotia,2023,Syphilis - Non-Infectious or Stage Pending,52,4.9
Western,2023,Tetanus,0,0
Northern,2023,Tetanus,0,0
Eastern,2023,Tetanus,0,0
Central,2023,Tetanus,0,0
Nova Scotia,2023,Tetanus,0,0
Western,2023,Toxoplasmosis,0,0
Northern,2023,Toxoplasmosis,0,0
Eastern,2023,Toxoplasmosis,0,0
Central,2023,Toxoplasmosis,0,0
Nova Scotia,2023,Toxoplasmosis,0,0
Western,2023,Tuberculosis,1,0.5
Northern,2023,Tuberculosis,2,1.3
Eastern,2023,Tuberculosis,0,0
Central,2023,Tuberculosis,10,2
Nova Scotia,2023,Tuberculosis,13,1.2
Western,2023,Tularemia,0,0
Northern,2023,Tularemia,0,0
Eastern,2023,Tularemia,0,0
Central,2023,Tularemia,0,0
Nova Scotia,2023,Tularemia,0,0
Western,2023,Typhoid,0,0
Northern,2023,Typhoid,0,0
Eastern,2023,Typhoid,0,0
Central,2023,Typhoid,0,0
Nova Scotia,2023,Typhoid,0,0
Western,2023,Vancomycin resistant Enterococcus (VRE),16,7.8
Northern,2023,Vancomycin resistant Enterococcus (VRE),12,7.9
Eastern,2023,Vancomycin resistant Enterococcus (VRE),3,1.9
Central,2023,Vancomycin resistant Enterococcus (VRE),36,7.2
Nova Scotia,2023,Vancomycin resistant Enterococcus (VRE),67,6.3
Western,2023,Verotoxigenic E. coli,0,0
Northern,2023,Verotoxigenic E. coli,1,0.7
Eastern,2023,Verotoxigenic E. coli,0,0
Central,2023,Verotoxigenic E. coli,4,0.8
Nova Scotia,2023,Verotoxigenic E. coli,5,0.5
Western,2023,Viral Hemorrhagic Fever,0,0
Northern,2023,Viral Hemorrhagic Fever,0,0
Eastern,2023,Viral Hemorrhagic Fever,0,0
Central,2023,Viral Hemorrhagic Fever,0,0
Nova Scotia,2023,Viral Hemorrhagic Fever,0,0
Western,2023,West Nile Virus,0,0
Northern,2023,West Nile Virus,0,0
Eastern,2023,West Nile Virus,0,0
Central,2023,West Nile Virus,0,0
Nova Scotia,2023,West Nile Virus,0,0
Western,2023,Yellow Fever,0,0
Northern,2023,Yellow Fever,0,0
Eastern,2023,Yellow Fever,0,0
Central,2023,Yellow Fever,0,0
Nova Scotia,2023,Yellow Fever,0,0
Western,2023,Yersiniosis,0,0
Northern,2023,Yersiniosis,0,0
Eastern,2023,Yersiniosis,0,0
Central,2023,Yersiniosis,0,0
Nova Scotia,2023,Yersiniosis,0,0
